0,25,113,137,113,137,137,25,137,U057061,ticket_num
1,392,111,461,111,461,137,392,137,检票:6,other
2,321,141,445,141,445,174,321,174,济南西站,destination_station
3,347,173,411,173,411,194,347,194,Jinanxi,other
4,220,147,275,147,275,174,220,174,G13,train_num
5,43,139,171,139,171,173,43,173,北京南站,starting_station
6,58,173,152,173,152,196,58,196,Beijingnan,other
7,26,195,266,195,266,222,26,222,2017年08月29日10:00开,date
8,311,194,406,194,406,224,311,224,01车1,other
9,31,226,121,226,121,248,31,248,¥314.5元,ticket_rates
10,213,226,233,226,233,247,213,247,双,other
11,345,225,405,225,405,247,345,247,一等座,seat_category
12,29,251,171,251,171,274,29,274,限乘当日当次车,other
13,28,275,110,275,110,297,28,297,始发改签,other
14,18,297,240,297,240,327,18,327,*******,other
15,242,300,313,300,313,331,242,331,文达,name
16,81,332,194,332,194,354,81,354,买票请到12306,other
17,203,334,316,334,316,355,203,355,发货请到95306,other
18,112,355,285,355,285,376,112,376,中国铁路祝您旅途愉快,other
19,36,382,218,382,218,405,36,405,10010399440829L057061,other
20,233,386,314,386,314,407,233,407,化京南售,other
