0,29,113,200,113,200,139,29,139,Z213S062043,ticket_num
1,300,109,444,109,444,133,300,133,候车:北广场A2,other
2,37,138,161,138,161,168,37,168,无锡站,starting_station
3,194,145,277,145,277,169,194,169,G7021,train_num
4,306,140,428,140,428,170,306,170,上海站,destination_station
5,79,169,120,169,120,189,79,189,Waxi,other
6,329,171,405,171,405,190,329,190,Shanghai,other
7,21,193,254,193,254,214,21,214,2017年11月23日17:57开,date
8,298,192,390,192,390,214,298,214,02*1 F号,other
9,24,220,99,220,99,240,24,240,￥59.5元,ticket_rates
10,202,220,221,220,221,240,202,240,网,other
11,331,218,390,218,390,239,331,239,二等座,seat_category
12,23,243,160,243,160,264,23,264,限乘当日当次车,other
13,18,289,227,289,227,319,18,319,*******,other
14,233,288,301,288,301,317,233,317,志实,name
15,73,325,186,325,186,343,73,343,买票请到12306,other
16,194,325,305,325,305,343,194,343,发货请到95306,other
17,103,345,275,345,275,364,103,364,平国铁路保您综途愉快,other
18,26,374,209,374,209,393,26,393,30497302131124S062043,other
19,246,373,285,373,285,393,246,393,锡售,other
