0,7,58,169,58,169,87,7,87,Z32K030896,ticket_num
1,29,94,162,94,162,129,29,129,常州北站,starting_station
2,390,57,477,57,477,82,390,82,检票:A2,other
3,198,98,292,98,292,125,198,125,G7349,train_num
4,305,90,476,90,476,123,305,123,上海虹桥站,destination_station
5,31,129,156,129,156,151,31,151,Changzhouber,other
6,303,124,471,124,471,145,303,145,Shanghaizong,other
7,10,153,265,153,265,178,10,178,2018年03月16日08:10开,date
8,314,143,419,143,419,179,314,179,03年8F号,other
9,351,178,416,178,416,201,351,201,一等座,seat_category
10,208,182,228,182,228,203,208,203,网,other
11,15,185,110,185,110,206,15,206,￥129.5元,ticket_rates
12,14,211,161,211,161,235,14,235,限乘当日当次车,other
13,9,260,235,260,235,291,9,291,本市*,other
14,239,260,316,260,316,289,239,289,晓鹏,name
15,104,318,287,318,287,337,104,337,中国铁路祝您旅途愉快,other
16,19,349,215,349,215,370,19,370,668483013203行K030896,other
17,235,347,320,347,320,370,235,370,常州北售,other
18,68,296,189,296,189,316,68,316,买票请到12306,other
19,195,295,321,295,321,317,195,317,发货请到95306,other
