0,35,123,190,123,190,146,35,146,Z98C068443,ticket_num
1,389,118,467,118,467,143,389,143,检票：15,other
2,57,152,184,152,184,181,57,181,北京南站,starting_station
3,231,156,285,156,285,182,231,182,G19,train_num
4,328,149,452,149,452,178,328,178,南京南站,destination_station
5,68,182,167,182,167,204,68,204,Beijingnan,other
6,339,180,441,180,441,199,339,199,Nanj108nan,other
7,38,207,276,207,276,227,38,227,2017年11月09日08:30项,date
8,320,203,416,203,416,226,320,226,02*1.09,other
9,41,232,139,232,139,253,41,253,￥748.5元,ticket_rates
10,223,229,245,229,245,252,223,252,臀,other
11,353,228,415,228,415,250,353,250,一等座,seat_category
12,38,282,80,282,80,304,38,304,已检,other
13,35,304,252,304,252,332,35,332,林华市,other
14,252,301,302,301,302,329,252,329,欢,name
15,43,335,103,335,103,353,43,353,远东线缭,other
16,132,335,179,335,179,351,132,351,郑品质,other
17,206,335,251,335,251,350,206,350,共奉来,other
18,44,353,222,353,222,369,44,369,普查费加收费凭码 （大写）,other
19,45,367,297,367,297,386,45,386,河东全国终一服务总线:400-684.53.08,other
20,233,386,43,388,44,411,234,408,16804307981111C C邡伍3443,other
21,330,384,330,405,248,408,248,385,南京南售,other
