0,61,117,171,117,171,141,61,141,R019861,ticket_num
1,369,127,460,127,460,151,369,151,检票:12A,other
2,46,151,179,151,179,182,46,182,天津站,starting_station
3,209,157,296,157,296,186,209,186,C2236,train_num
4,320,155,446,155,446,188,320,188,北京南站,destination_station
5,73,181,143,181,143,205,73,205,iianjin,other
6,334,186,428,186,428,208,334,208,Beijinsnan,other
7,314,206,409,206,409,233,314,233,05*0,other
8,25,205,272,205,272,230,25,230,2018年01月106 17:23n,date
9,30,234,112,234,112,257,30,257,￥65.5元,ticket_rates
10,216,234,237,234,237,255,216,255,网,other
11,347,234,407,234,407,257,347,257,--薄座,seat_category
12,27,259,176,259,176,280,27,280,限乘当日当次车,other
13,25,309,245,309,245,337,25,337,1,other
14,245,309,294,309,294,333,245,333,，林,name
15,82,345,203,345,203,364,82,364,买粟请到i2306,other
16,208,342,323,342,323,361,208,361,发货请到95306,other
17,114,364,293,364,293,384,114,384,中国铁路汉居旅途输快,other
18,32,392,227,392,227,416,32,416,18157380110111R019861,other
19,241,391,303,391,303,413,241,413,天津管,other
