0,409,54,494,54,494,79,409,79,检票:11,other
1,33,47,177,47,177,76,33,76,71X053030,ticket_num
2,243,86,295,86,295,116,243,116,Gll,train_num
3,57,82,190,82,190,112,57,112,北京南站,starting_station
4,326,81,491,81,491,115,326,115,上海虹桥站,destination_station
5,325,114,491,114,491,138,325,138,Shanghaihongqiao,other
6,69,114,169,114,169,136,69,136,Beijingnan,other
7,39,137,289,137,289,161,39,161,2017年07月06日08:00开,date
8,336,139,435,139,435,163,336,163,16车 0C号,other
9,367,167,436,167,436,188,367,188,一等座,seat_category
10,231,167,255,167,255,187,231,187,网,other
11,44,167,143,167,143,190,44,190,￥933.0元,ticket_rates
12,43,218,85,218,85,240,43,240,已检,other
13,36,243,257,243,257,271,36,271,*******,other
14,258,241,314,241,314,272,258,272,帅,name
15,210,274,260,274,260,292,210,292,共未来,other
16,134,274,182,274,182,291,134,291,真品质,other
17,46,273,108,273,108,289,46,289,远东线缆,other
18,50,291,227,291,227,308,50,308,智慧能源股票代码: 600869,other
19,49,307,278,307,278,324,49,324,全国统一服务热线:400-882-6908,other
20,47,325,237,325,237,350,47,350,66100010710707X051560,other
21,252,328,319,328,319,350,252,350,沪售,other
