0,38,120,150,120,150,143,38,143,R020443,ticket_num
1,336,123,470,123,470,150,336,150,检票:三层B25,other
2,58,152,188,152,188,185,58,185,广州南站,starting_station
3,214,158,305,158,305,184,214,184,C7651,train_num
4,330,154,456,154,456,183,330,183,珠海站,destination_station
5,361,183,424,183,424,205,361,205,Zhuhai,other
6,60,184,187,184,187,203,60,203,Guangzhounan,other
7,41,206,284,206,284,228,41,228,2017年12月01日13:00开,date
8,322,207,420,207,420,232,322,232,07车0,other
9,46,232,126,232,126,255,46,255,￥70.0元,ticket_rates
10,222,232,252,232,252,258,222,258,网,other
11,356,234,422,234,422,256,356,256,二等座,seat_category
12,43,281,84,281,84,302,43,302,已检,other
13,44,306,253,306,253,333,44,333,ホ木市木水,other
14,253,306,303,306,303,333,253,333,l,name
15,96,337,211,337,211,358,96,358,买票请到12306,other
16,215,338,332,338,332,359,215,359,发货请到95306,other
17,122,361,301,361,301,380,122,380,中国铁路祝您旅途愉快,other
18,45,386,233,386,233,411,45,411,65948100031203R020443,other
19,246,386,333,386,333,410,246,410,珠海站售,other
